,album,track_number,id,name,uri,preview_url,artists,energy,valence,popularity,mood_vectors
242,Aparichit Bhawana,1,1X6I3aQr2HKnyML3raT5hX,Aparichit Bhawana,spotify:track:1X6I3aQr2HKnyML3raT5hX,https://p.scdn.co/mp3-preview/797b14e1a0cc345f18af6cd6ba073041dce89dc9?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1iCBZgVTTvTSn8imQ9XMaJ'}, 'href': 'https://api.spotify.com/v1/artists/1iCBZgVTTvTSn8imQ9XMaJ', 'id': '1iCBZgVTTvTSn8imQ9XMaJ', 'name': 'Oasis Thapa', 'type': 'artist', 'uri': 'spotify:artist:1iCBZgVTTvTSn8imQ9XMaJ'}]",0.0933,0.563,46,"[0.563, 0.0933]"
243,Timi Ra Ma,1,6Pz9Yjud2kcE5iB9iDLkGm,Timi Ra Ma,spotify:track:6Pz9Yjud2kcE5iB9iDLkGm,https://p.scdn.co/mp3-preview/da5ddc93ea03dcd12026e63d3e1ccc46c03482b7?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1iCBZgVTTvTSn8imQ9XMaJ'}, 'href': 'https://api.spotify.com/v1/artists/1iCBZgVTTvTSn8imQ9XMaJ', 'id': '1iCBZgVTTvTSn8imQ9XMaJ', 'name': 'Oasis Thapa', 'type': 'artist', 'uri': 'spotify:artist:1iCBZgVTTvTSn8imQ9XMaJ'}]",0.132,0.388,24,"[0.388, 0.132]"
244,Kalpana,1,0x4691js9GmlCOUh9WhOoE,Kalpana,spotify:track:0x4691js9GmlCOUh9WhOoE,https://p.scdn.co/mp3-preview/09757f51036527272d2a247975bd5bc2c799eea8?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1iCBZgVTTvTSn8imQ9XMaJ'}, 'href': 'https://api.spotify.com/v1/artists/1iCBZgVTTvTSn8imQ9XMaJ', 'id': '1iCBZgVTTvTSn8imQ9XMaJ', 'name': 'Oasis Thapa', 'type': 'artist', 'uri': 'spotify:artist:1iCBZgVTTvTSn8imQ9XMaJ'}]",0.194,0.315,29,"[0.315, 0.194]"
245,Tibra Chahana,1,0lfCxJ0PWrUD70I0GHtH9T,Tibra Chahana,spotify:track:0lfCxJ0PWrUD70I0GHtH9T,https://p.scdn.co/mp3-preview/a27b692abb9231c2f282fc593b29dee9dc15f93b?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1iCBZgVTTvTSn8imQ9XMaJ'}, 'href': 'https://api.spotify.com/v1/artists/1iCBZgVTTvTSn8imQ9XMaJ', 'id': '1iCBZgVTTvTSn8imQ9XMaJ', 'name': 'Oasis Thapa', 'type': 'artist', 'uri': 'spotify:artist:1iCBZgVTTvTSn8imQ9XMaJ'}]",0.205,0.51,25,"[0.51, 0.205]"
246,Retake (Season 2),1,1aRhHPVgik5qFmLpJrtHhe,Kuri Basechu (Retake Sessions),spotify:track:1aRhHPVgik5qFmLpJrtHhe,https://p.scdn.co/mp3-preview/61d7abefd5b6aff708aa04326060f61c889387ec?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3LiVGE9doJJ5TnInLQJhL5'}, 'href': 'https://api.spotify.com/v1/artists/3LiVGE9doJJ5TnInLQJhL5', 'id': '3LiVGE9doJJ5TnInLQJhL5', 'name': 'Garage Music', 'type': 'artist', 'uri': 'spotify:artist:3LiVGE9doJJ5TnInLQJhL5'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3SWItS4Rx0TeXI1tcc6gbz'}, 'href': 'https://api.spotify.com/v1/artists/3SWItS4Rx0TeXI1tcc6gbz', 'id': '3SWItS4Rx0TeXI1tcc6gbz', 'name': 'Samir Shrestha', 'type': 'artist', 'uri': 'spotify:artist:3SWItS4Rx0TeXI1tcc6gbz'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3HeR8ltiWEVhXPdbGRkjlM'}, 'href': 'https://api.spotify.com/v1/artists/3HeR8ltiWEVhXPdbGRkjlM', 'id': '3HeR8ltiWEVhXPdbGRkjlM', 'name': 'Sabal Dev Shrestha', 'type': 'artist', 'uri': 'spotify:artist:3HeR8ltiWEVhXPdbGRkjlM'}]",0.195,0.295,50,"[0.295, 0.195]"
247,Retake (Season 2),2,1wpl3w2SOddsyXrN1ajPWM,Nilo Aakash (Retake Sessions),spotify:track:1wpl3w2SOddsyXrN1ajPWM,https://p.scdn.co/mp3-preview/feeac6758dcc03028ab2d302d15ac83f4f72e4f8?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3LiVGE9doJJ5TnInLQJhL5'}, 'href': 'https://api.spotify.com/v1/artists/3LiVGE9doJJ5TnInLQJhL5', 'id': '3LiVGE9doJJ5TnInLQJhL5', 'name': 'Garage Music', 'type': 'artist', 'uri': 'spotify:artist:3LiVGE9doJJ5TnInLQJhL5'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/33RgSwc9flFQq8acuVN0K2'}, 'href': 'https://api.spotify.com/v1/artists/33RgSwc9flFQq8acuVN0K2', 'id': '33RgSwc9flFQq8acuVN0K2', 'name': 'Karma Sherpa', 'type': 'artist', 'uri': 'spotify:artist:33RgSwc9flFQq8acuVN0K2'}]",0.176,0.419,10,"[0.419, 0.176]"
248,Retake (Season 2),3,1rV7eaIZ4Mhr5TaBOc2ok7,Sunna (Retake Sessions),spotify:track:1rV7eaIZ4Mhr5TaBOc2ok7,https://p.scdn.co/mp3-preview/df1e2e1124f9d400bbacb9817ac60a2c4eed95ba?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3LiVGE9doJJ5TnInLQJhL5'}, 'href': 'https://api.spotify.com/v1/artists/3LiVGE9doJJ5TnInLQJhL5', 'id': '3LiVGE9doJJ5TnInLQJhL5', 'name': 'Garage Music', 'type': 'artist', 'uri': 'spotify:artist:3LiVGE9doJJ5TnInLQJhL5'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1iCBZgVTTvTSn8imQ9XMaJ'}, 'href': 'https://api.spotify.com/v1/artists/1iCBZgVTTvTSn8imQ9XMaJ', 'id': '1iCBZgVTTvTSn8imQ9XMaJ', 'name': 'Oasis Thapa', 'type': 'artist', 'uri': 'spotify:artist:1iCBZgVTTvTSn8imQ9XMaJ'}]",0.249,0.342,44,"[0.342, 0.249]"
249,Retake (Season 2),4,7fS66aBxys85h00TdRnvbL,Adhuro (Retake Sessions),spotify:track:7fS66aBxys85h00TdRnvbL,https://p.scdn.co/mp3-preview/65e002051a6a3726c65b49cacf0f1b049516fa46?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3LiVGE9doJJ5TnInLQJhL5'}, 'href': 'https://api.spotify.com/v1/artists/3LiVGE9doJJ5TnInLQJhL5', 'id': '3LiVGE9doJJ5TnInLQJhL5', 'name': 'Garage Music', 'type': 'artist', 'uri': 'spotify:artist:3LiVGE9doJJ5TnInLQJhL5'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2nf250dBP11CViGasSlqqY'}, 'href': 'https://api.spotify.com/v1/artists/2nf250dBP11CViGasSlqqY', 'id': '2nf250dBP11CViGasSlqqY', 'name': 'Prabesh Kumar Shrestha', 'type': 'artist', 'uri': 'spotify:artist:2nf250dBP11CViGasSlqqY'}]",0.224,0.221,29,"[0.221, 0.224]"
250,Retake (Season 2),5,6tTc7kuYiTThIpDzG6ijWZ,Chahana (Retake Sessions),spotify:track:6tTc7kuYiTThIpDzG6ijWZ,https://p.scdn.co/mp3-preview/7784e47479f47f9227a206f2599cea0567ff0cdc?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3LiVGE9doJJ5TnInLQJhL5'}, 'href': 'https://api.spotify.com/v1/artists/3LiVGE9doJJ5TnInLQJhL5', 'id': '3LiVGE9doJJ5TnInLQJhL5', 'name': 'Garage Music', 'type': 'artist', 'uri': 'spotify:artist:3LiVGE9doJJ5TnInLQJhL5'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/12ttMTWKkpNZ8vOOvpXyAn'}, 'href': 'https://api.spotify.com/v1/artists/12ttMTWKkpNZ8vOOvpXyAn', 'id': '12ttMTWKkpNZ8vOOvpXyAn', 'name': 'Celi', 'type': 'artist', 'uri': 'spotify:artist:12ttMTWKkpNZ8vOOvpXyAn'}]",0.159,0.27,10,"[0.27, 0.159]"
251,Retake (Season 2),6,0CI3bqMvis0MNArP8E2os7,Pari (Retake Sessions),spotify:track:0CI3bqMvis0MNArP8E2os7,https://p.scdn.co/mp3-preview/5807b81c26554e73eb1f8e294cdcb4b6bb7444a3?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3LiVGE9doJJ5TnInLQJhL5'}, 'href': 'https://api.spotify.com/v1/artists/3LiVGE9doJJ5TnInLQJhL5', 'id': '3LiVGE9doJJ5TnInLQJhL5', 'name': 'Garage Music', 'type': 'artist', 'uri': 'spotify:artist:3LiVGE9doJJ5TnInLQJhL5'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/67vGJOwTnIy6JeePf0IszV'}, 'href': 'https://api.spotify.com/v1/artists/67vGJOwTnIy6JeePf0IszV', 'id': '67vGJOwTnIy6JeePf0IszV', 'name': 'Sushant Ghimire', 'type': 'artist', 'uri': 'spotify:artist:67vGJOwTnIy6JeePf0IszV'}]",0.265,0.29,18,"[0.29, 0.265]"
252,Retake (Season 2),7,7DAEahuwW8DdlyOGF0U3Xz,Fakauna Ma (Retake Sessions),spotify:track:7DAEahuwW8DdlyOGF0U3Xz,https://p.scdn.co/mp3-preview/bfcc2b7ce69c71c8da1b9d98a9e2a30423cfa3de?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3LiVGE9doJJ5TnInLQJhL5'}, 'href': 'https://api.spotify.com/v1/artists/3LiVGE9doJJ5TnInLQJhL5', 'id': '3LiVGE9doJJ5TnInLQJhL5', 'name': 'Garage Music', 'type': 'artist', 'uri': 'spotify:artist:3LiVGE9doJJ5TnInLQJhL5'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5R5EUMWsrYDt3ItavrP6C5'}, 'href': 'https://api.spotify.com/v1/artists/5R5EUMWsrYDt3ItavrP6C5', 'id': '5R5EUMWsrYDt3ItavrP6C5', 'name': 'Sushant KC', 'type': 'artist', 'uri': 'spotify:artist:5R5EUMWsrYDt3ItavrP6C5'}]",0.222,0.482,20,"[0.482, 0.222]"
253,Retake (Season 2),8,6SShmp5bKg1X1uhOYz2CXE,Sametnu (Retake Sessions),spotify:track:6SShmp5bKg1X1uhOYz2CXE,https://p.scdn.co/mp3-preview/14d95e43756789f843ea446bebc9a1f729717ad3?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3LiVGE9doJJ5TnInLQJhL5'}, 'href': 'https://api.spotify.com/v1/artists/3LiVGE9doJJ5TnInLQJhL5', 'id': '3LiVGE9doJJ5TnInLQJhL5', 'name': 'Garage Music', 'type': 'artist', 'uri': 'spotify:artist:3LiVGE9doJJ5TnInLQJhL5'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2lb1yLe9iV16FKpCJ6R2pL'}, 'href': 'https://api.spotify.com/v1/artists/2lb1yLe9iV16FKpCJ6R2pL', 'id': '2lb1yLe9iV16FKpCJ6R2pL', 'name': 'Akash Khadka', 'type': 'artist', 'uri': 'spotify:artist:2lb1yLe9iV16FKpCJ6R2pL'}]",0.264,0.354,13,"[0.354, 0.264]"
254,Retake (Season 2),9,4wthMqDEkDeSgMq2zSA0DH,Aasha Ma (Retake Sessions),spotify:track:4wthMqDEkDeSgMq2zSA0DH,https://p.scdn.co/mp3-preview/05c3203ad3ce94530cee23457769bfa7afce5f70?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3LiVGE9doJJ5TnInLQJhL5'}, 'href': 'https://api.spotify.com/v1/artists/3LiVGE9doJJ5TnInLQJhL5', 'id': '3LiVGE9doJJ5TnInLQJhL5', 'name': 'Garage Music', 'type': 'artist', 'uri': 'spotify:artist:3LiVGE9doJJ5TnInLQJhL5'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0BTPiI5lj35kvjtbcYr6eW'}, 'href': 'https://api.spotify.com/v1/artists/0BTPiI5lj35kvjtbcYr6eW', 'id': '0BTPiI5lj35kvjtbcYr6eW', 'name': 'Kengal Mehar Shrestha', 'type': 'artist', 'uri': 'spotify:artist:0BTPiI5lj35kvjtbcYr6eW'}]",0.263,0.235,7,"[0.235, 0.263]"
255,Retake (Season 2),10,0847KCCQsRwRxF9RjKuU1p,Mero Sano Pari (Retake Sessions),spotify:track:0847KCCQsRwRxF9RjKuU1p,https://p.scdn.co/mp3-preview/d4f896b8ec61a0d488b7a8729b456b14720d8302?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3LiVGE9doJJ5TnInLQJhL5'}, 'href': 'https://api.spotify.com/v1/artists/3LiVGE9doJJ5TnInLQJhL5', 'id': '3LiVGE9doJJ5TnInLQJhL5', 'name': 'Garage Music', 'type': 'artist', 'uri': 'spotify:artist:3LiVGE9doJJ5TnInLQJhL5'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3weEbZpMIvB6dHJjuXqcqB'}, 'href': 'https://api.spotify.com/v1/artists/3weEbZpMIvB6dHJjuXqcqB', 'id': '3weEbZpMIvB6dHJjuXqcqB', 'name': 'Swoopna Suman', 'type': 'artist', 'uri': 'spotify:artist:3weEbZpMIvB6dHJjuXqcqB'}]",0.189,0.455,20,"[0.455, 0.189]"
256,Retake (Season 2),11,6z97N6NgwNfemJQzjhPXqu,Adrishya Maya (Retake Sessions),spotify:track:6z97N6NgwNfemJQzjhPXqu,https://p.scdn.co/mp3-preview/63d6c8dd6012c4b17779a4599a6d5d1b50312746?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3LiVGE9doJJ5TnInLQJhL5'}, 'href': 'https://api.spotify.com/v1/artists/3LiVGE9doJJ5TnInLQJhL5', 'id': '3LiVGE9doJJ5TnInLQJhL5', 'name': 'Garage Music', 'type': 'artist', 'uri': 'spotify:artist:3LiVGE9doJJ5TnInLQJhL5'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/7eKstGXypmuddKqCoJAxC7'}, 'href': 'https://api.spotify.com/v1/artists/7eKstGXypmuddKqCoJAxC7', 'id': '7eKstGXypmuddKqCoJAxC7', 'name': 'Ankit Poudel', 'type': 'artist', 'uri': 'spotify:artist:7eKstGXypmuddKqCoJAxC7'}]",0.303,0.47,11,"[0.47, 0.303]"
257,Retake (Season 2),12,2MWnXs21iupGG7ANGQiVic,Mana Ka Kura (Retake Sessions),spotify:track:2MWnXs21iupGG7ANGQiVic,https://p.scdn.co/mp3-preview/6fa808be966881ed8659a01e17388ead73c31ea6?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3LiVGE9doJJ5TnInLQJhL5'}, 'href': 'https://api.spotify.com/v1/artists/3LiVGE9doJJ5TnInLQJhL5', 'id': '3LiVGE9doJJ5TnInLQJhL5', 'name': 'Garage Music', 'type': 'artist', 'uri': 'spotify:artist:3LiVGE9doJJ5TnInLQJhL5'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3XvwLsh8Y4m8xeLjmWofER'}, 'href': 'https://api.spotify.com/v1/artists/3XvwLsh8Y4m8xeLjmWofER', 'id': '3XvwLsh8Y4m8xeLjmWofER', 'name': 'Abiral Bhujel', 'type': 'artist', 'uri': 'spotify:artist:3XvwLsh8Y4m8xeLjmWofER'}]",0.163,0.41,37,"[0.41, 0.163]"
258,Retake (Season 2),13,70zCUgjlChhxrcB8Z1Yu91,Arko Juni (Retake Sessions),spotify:track:70zCUgjlChhxrcB8Z1Yu91,https://p.scdn.co/mp3-preview/06d6c59d70c78a047a3f8d6ea7b07b3a371d9b03?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3LiVGE9doJJ5TnInLQJhL5'}, 'href': 'https://api.spotify.com/v1/artists/3LiVGE9doJJ5TnInLQJhL5', 'id': '3LiVGE9doJJ5TnInLQJhL5', 'name': 'Garage Music', 'type': 'artist', 'uri': 'spotify:artist:3LiVGE9doJJ5TnInLQJhL5'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4LZnOLFXHlPo74mgrPhX9H'}, 'href': 'https://api.spotify.com/v1/artists/4LZnOLFXHlPo74mgrPhX9H', 'id': '4LZnOLFXHlPo74mgrPhX9H', 'name': 'bekcha', 'type': 'artist', 'uri': 'spotify:artist:4LZnOLFXHlPo74mgrPhX9H'}]",0.172,0.308,11,"[0.308, 0.172]"
259,Retake (Season 2),14,3WTTjkovFTG1RmN3ikEk0H,Chhadi Gayou (Retake Sessions),spotify:track:3WTTjkovFTG1RmN3ikEk0H,https://p.scdn.co/mp3-preview/8f197c76f880827fd6a60828d8a1cac4134d376f?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3LiVGE9doJJ5TnInLQJhL5'}, 'href': 'https://api.spotify.com/v1/artists/3LiVGE9doJJ5TnInLQJhL5', 'id': '3LiVGE9doJJ5TnInLQJhL5', 'name': 'Garage Music', 'type': 'artist', 'uri': 'spotify:artist:3LiVGE9doJJ5TnInLQJhL5'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1tC3U0qeKZJ1qM3IeRN1cl'}, 'href': 'https://api.spotify.com/v1/artists/1tC3U0qeKZJ1qM3IeRN1cl', 'id': '1tC3U0qeKZJ1qM3IeRN1cl', 'name': 'Sahen Shakya', 'type': 'artist', 'uri': 'spotify:artist:1tC3U0qeKZJ1qM3IeRN1cl'}]",0.16,0.293,8,"[0.293, 0.16]"
260,Retake (Season 2),15,4MdAZW8snXdDYXGj2FoU9B,Gantavya (Retake Sessions),spotify:track:4MdAZW8snXdDYXGj2FoU9B,https://p.scdn.co/mp3-preview/c09d39bc57341775d7dcf8c1ffc6085afc30af54?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3LiVGE9doJJ5TnInLQJhL5'}, 'href': 'https://api.spotify.com/v1/artists/3LiVGE9doJJ5TnInLQJhL5', 'id': '3LiVGE9doJJ5TnInLQJhL5', 'name': 'Garage Music', 'type': 'artist', 'uri': 'spotify:artist:3LiVGE9doJJ5TnInLQJhL5'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/60AC6XGV0AJTETEN61JVSx'}, 'href': 'https://api.spotify.com/v1/artists/60AC6XGV0AJTETEN61JVSx', 'id': '60AC6XGV0AJTETEN61JVSx', 'name': 'Niharika Gyawali', 'type': 'artist', 'uri': 'spotify:artist:60AC6XGV0AJTETEN61JVSx'}]",0.179,0.22,7,"[0.22, 0.179]"
261,Retake (Season 2),16,2blwCCZgmbA31AqeDVVQkX,Chaar Dewar (Retake Sessions),spotify:track:2blwCCZgmbA31AqeDVVQkX,https://p.scdn.co/mp3-preview/aec8e975168fee5552a9bae5ab44c5ed887d580f?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3LiVGE9doJJ5TnInLQJhL5'}, 'href': 'https://api.spotify.com/v1/artists/3LiVGE9doJJ5TnInLQJhL5', 'id': '3LiVGE9doJJ5TnInLQJhL5', 'name': 'Garage Music', 'type': 'artist', 'uri': 'spotify:artist:3LiVGE9doJJ5TnInLQJhL5'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3SWItS4Rx0TeXI1tcc6gbz'}, 'href': 'https://api.spotify.com/v1/artists/3SWItS4Rx0TeXI1tcc6gbz', 'id': '3SWItS4Rx0TeXI1tcc6gbz', 'name': 'Samir Shrestha', 'type': 'artist', 'uri': 'spotify:artist:3SWItS4Rx0TeXI1tcc6gbz'}]",0.163,0.428,35,"[0.428, 0.163]"
262,"Prem Sharanam (From ""PASHUPATI PRASAD 2: BHASHME DON"")",1,2ljChcchi4v9dhXmZE9a42,"Prem Sharanam (From ""PASHUPATI PRASAD 2: BHASHME DON"")",spotify:track:2ljChcchi4v9dhXmZE9a42,https://p.scdn.co/mp3-preview/060e7e49bb500cdc9dd1ec75fddb953cca8bea34?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4JDWG0j8Lfo8vG9EInupwJ'}, 'href': 'https://api.spotify.com/v1/artists/4JDWG0j8Lfo8vG9EInupwJ', 'id': '4JDWG0j8Lfo8vG9EInupwJ', 'name': 'Kali Prasad Baskota', 'type': 'artist', 'uri': 'spotify:artist:4JDWG0j8Lfo8vG9EInupwJ'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2NhuhmVcDlOcTaoSdIhLFW'}, 'href': 'https://api.spotify.com/v1/artists/2NhuhmVcDlOcTaoSdIhLFW', 'id': '2NhuhmVcDlOcTaoSdIhLFW', 'name': 'Swostika Dhakal', 'type': 'artist', 'uri': 'spotify:artist:2NhuhmVcDlOcTaoSdIhLFW'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6dAndXTvIgM9V3fXYtHveo'}, 'href': 'https://api.spotify.com/v1/artists/6dAndXTvIgM9V3fXYtHveo', 'id': '6dAndXTvIgM9V3fXYtHveo', 'name': 'Krishna Bharadwaj', 'type': 'artist', 'uri': 'spotify:artist:6dAndXTvIgM9V3fXYtHveo'}]",0.893,0.831,20,"[0.831, 0.893]"
263,Nidauna,1,1u2OSEIQ7goMsHUy7icYHR,Nidauna,spotify:track:1u2OSEIQ7goMsHUy7icYHR,https://p.scdn.co/mp3-preview/d62b16b56ed732ee98b7e27e0428c7566b2fdfe2?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4JDWG0j8Lfo8vG9EInupwJ'}, 'href': 'https://api.spotify.com/v1/artists/4JDWG0j8Lfo8vG9EInupwJ', 'id': '4JDWG0j8Lfo8vG9EInupwJ', 'name': 'Kali Prasad Baskota', 'type': 'artist', 'uri': 'spotify:artist:4JDWG0j8Lfo8vG9EInupwJ'}]",0.338,0.208,21,"[0.208, 0.338]"
264,Chari Basyo,1,5KH9HuSRdqjf1wajH1b5Iy,Chari Basyo,spotify:track:5KH9HuSRdqjf1wajH1b5Iy,https://p.scdn.co/mp3-preview/01998b2d112295527e75389877cc945f7bce3116?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4JDWG0j8Lfo8vG9EInupwJ'}, 'href': 'https://api.spotify.com/v1/artists/4JDWG0j8Lfo8vG9EInupwJ', 'id': '4JDWG0j8Lfo8vG9EInupwJ', 'name': 'Kali Prasad Baskota', 'type': 'artist', 'uri': 'spotify:artist:4JDWG0j8Lfo8vG9EInupwJ'}]",0.76,0.779,51,"[0.779, 0.76]"
265,Maya Raicha Ra,1,6RoM3tlIX1xAYXFXbifL25,Maya Raicha Ra,spotify:track:6RoM3tlIX1xAYXFXbifL25,https://p.scdn.co/mp3-preview/6252ae85e86ffdfb5cda44857512f14e59ebb4ee?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4JDWG0j8Lfo8vG9EInupwJ'}, 'href': 'https://api.spotify.com/v1/artists/4JDWG0j8Lfo8vG9EInupwJ', 'id': '4JDWG0j8Lfo8vG9EInupwJ', 'name': 'Kali Prasad Baskota', 'type': 'artist', 'uri': 'spotify:artist:4JDWG0j8Lfo8vG9EInupwJ'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0jT89yme8DNZ7lU2jo4SFh'}, 'href': 'https://api.spotify.com/v1/artists/0jT89yme8DNZ7lU2jo4SFh', 'id': '0jT89yme8DNZ7lU2jo4SFh', 'name': 'Sadeekshya Kattel', 'type': 'artist', 'uri': 'spotify:artist:0jT89yme8DNZ7lU2jo4SFh'}]",0.416,0.708,45,"[0.708, 0.416]"
266,Tato Pani Khau,1,5vd1ixP9qdQCijT65PppXF,Tato Pani Khau,spotify:track:5vd1ixP9qdQCijT65PppXF,https://p.scdn.co/mp3-preview/5a646f364479adfc2d2b60c1c8f4f69f0bd2e268?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/0VNhOYJ3fMTfvRjhtIpBr5'}, 'href': 'https://api.spotify.com/v1/artists/0VNhOYJ3fMTfvRjhtIpBr5', 'id': '0VNhOYJ3fMTfvRjhtIpBr5', 'name': 'Tika Prasain', 'type': 'artist', 'uri': 'spotify:artist:0VNhOYJ3fMTfvRjhtIpBr5'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4JDWG0j8Lfo8vG9EInupwJ'}, 'href': 'https://api.spotify.com/v1/artists/4JDWG0j8Lfo8vG9EInupwJ', 'id': '4JDWG0j8Lfo8vG9EInupwJ', 'name': 'Kali Prasad Baskota', 'type': 'artist', 'uri': 'spotify:artist:4JDWG0j8Lfo8vG9EInupwJ'}]",0.762,0.305,13,"[0.305, 0.762]"
267,Ali Ora Sarana,1,4wSn603AyB34Hw2wd57ifm,Ali Ora Sarana,spotify:track:4wSn603AyB34Hw2wd57ifm,https://p.scdn.co/mp3-preview/f90240a2ad581d3056851ea6123f8db9d45e8000?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4JDWG0j8Lfo8vG9EInupwJ'}, 'href': 'https://api.spotify.com/v1/artists/4JDWG0j8Lfo8vG9EInupwJ', 'id': '4JDWG0j8Lfo8vG9EInupwJ', 'name': 'Kali Prasad Baskota', 'type': 'artist', 'uri': 'spotify:artist:4JDWG0j8Lfo8vG9EInupwJ'}]",0.318,0.471,12,"[0.471, 0.318]"
