,album,track_number,id,name,uri,preview_url,artists,energy,valence,popularity,mood_vectors
491,Beat The Streets,1,3z8OCUCuwJop3DB4tIMsRX,Beat The Streets,spotify:track:3z8OCUCuwJop3DB4tIMsRX,https://p.scdn.co/mp3-preview/9a202ac06392eaa4848c1a1445fd92ac8e8fadb6?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6AUl0ykLLpvTktob97x9hO'}, 'href': 'https://api.spotify.com/v1/artists/6AUl0ykLLpvTktob97x9hO', 'id': '6AUl0ykLLpvTktob97x9hO', 'name': 'Tee Grizzley', 'type': 'artist', 'uri': 'spotify:artist:6AUl0ykLLpvTktob97x9hO'}]",0.665,0.76,39,"[0.76, 0.665]"
492,Afterlife,1,2l9m4igR1iU8tqTgVWtjwp,Afterlife,spotify:track:2l9m4igR1iU8tqTgVWtjwp,https://p.scdn.co/mp3-preview/f84a8ca3a7e9505f743b9885af043c1f274d1328?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6AUl0ykLLpvTktob97x9hO'}, 'href': 'https://api.spotify.com/v1/artists/6AUl0ykLLpvTktob97x9hO', 'id': '6AUl0ykLLpvTktob97x9hO', 'name': 'Tee Grizzley', 'type': 'artist', 'uri': 'spotify:artist:6AUl0ykLLpvTktob97x9hO'}]",0.881,0.485,42,"[0.485, 0.881]"
493,The Momo Song,1,1YVrtqow307PqQu3Sp5WT9,The Momo Song,spotify:track:1YVrtqow307PqQu3Sp5WT9,https://p.scdn.co/mp3-preview/654b0920fd3ae7259601e561e3efcfe9aa2c7b26?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6aoBaVTVQGLlVrfdVuJMe4'}, 'href': 'https://api.spotify.com/v1/artists/6aoBaVTVQGLlVrfdVuJMe4', 'id': '6aoBaVTVQGLlVrfdVuJMe4', 'name': 'Angu Bhutia', 'type': 'artist', 'uri': 'spotify:artist:6aoBaVTVQGLlVrfdVuJMe4'}]",0.218,0.839,15,"[0.839, 0.218]"
494,Deurali Bhakema,1,2a1CkFcJyIOM03rX2lBX1Q,Deurali Bhakema,spotify:track:2a1CkFcJyIOM03rX2lBX1Q,https://p.scdn.co/mp3-preview/5eb2386bdfa67cd84615d9e36bc2a63696bc7e40?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/1r48nDhtyDJD87ErRRQDul'}, 'href': 'https://api.spotify.com/v1/artists/1r48nDhtyDJD87ErRRQDul', 'id': '1r48nDhtyDJD87ErRRQDul', 'name': 'Raju Gurung', 'type': 'artist', 'uri': 'spotify:artist:1r48nDhtyDJD87ErRRQDul'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/7tfFGGJ9MAEc1RZIQXl2Uo'}, 'href': 'https://api.spotify.com/v1/artists/7tfFGGJ9MAEc1RZIQXl2Uo', 'id': '7tfFGGJ9MAEc1RZIQXl2Uo', 'name': 'Gyanu Rana', 'type': 'artist', 'uri': 'spotify:artist:7tfFGGJ9MAEc1RZIQXl2Uo'}]",0.456,0.566,0,"[0.566, 0.456]"
495,Pardeshi Pardeshi - Jindagani Movie Song,1,34RzfvqqI8GaFyXrKBfcIh,Pardeshi Pardeshi - Jindagani Movie Song,spotify:track:34RzfvqqI8GaFyXrKBfcIh,https://p.scdn.co/mp3-preview/0ee3e588c801a61a17ffbe9a02f8aff8ebb18a86?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6CUTe1b8hKH1CwIbBARCl0'}, 'href': 'https://api.spotify.com/v1/artists/6CUTe1b8hKH1CwIbBARCl0', 'id': '6CUTe1b8hKH1CwIbBARCl0', 'name': 'Umesh Pandey', 'type': 'artist', 'uri': 'spotify:artist:6CUTe1b8hKH1CwIbBARCl0'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/7tfFGGJ9MAEc1RZIQXl2Uo'}, 'href': 'https://api.spotify.com/v1/artists/7tfFGGJ9MAEc1RZIQXl2Uo', 'id': '7tfFGGJ9MAEc1RZIQXl2Uo', 'name': 'Gyanu Rana', 'type': 'artist', 'uri': 'spotify:artist:7tfFGGJ9MAEc1RZIQXl2Uo'}]",0.82,0.827,0,"[0.827, 0.82]"
496,Mata Bangla,1,0QumqOK6kP8ctZj0Nb0wfn,He Durge Prabhu Mata Bangla,spotify:track:0QumqOK6kP8ctZj0Nb0wfn,https://p.scdn.co/mp3-preview/5a792b11782611b3fa1ff033c99967fc5da65760?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7tfFGGJ9MAEc1RZIQXl2Uo'}, 'href': 'https://api.spotify.com/v1/artists/7tfFGGJ9MAEc1RZIQXl2Uo', 'id': '7tfFGGJ9MAEc1RZIQXl2Uo', 'name': 'Gyanu Rana', 'type': 'artist', 'uri': 'spotify:artist:7tfFGGJ9MAEc1RZIQXl2Uo'}]",0.734,0.744,0,"[0.744, 0.734]"
497,Barilai,1,7bamj0KQABB5j6zIpREYoA,Teejko Jhane Khaja,spotify:track:7bamj0KQABB5j6zIpREYoA,https://p.scdn.co/mp3-preview/6c3e1a7b4880aae5186e4e0eaaea7591900e0404?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4LyUBRFUkYrxwJDfFXEFXj'}, 'href': 'https://api.spotify.com/v1/artists/4LyUBRFUkYrxwJDfFXEFXj', 'id': '4LyUBRFUkYrxwJDfFXEFXj', 'name': 'Chandrakala Shah', 'type': 'artist', 'uri': 'spotify:artist:4LyUBRFUkYrxwJDfFXEFXj'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/7tfFGGJ9MAEc1RZIQXl2Uo'}, 'href': 'https://api.spotify.com/v1/artists/7tfFGGJ9MAEc1RZIQXl2Uo', 'id': '7tfFGGJ9MAEc1RZIQXl2Uo', 'name': 'Gyanu Rana', 'type': 'artist', 'uri': 'spotify:artist:7tfFGGJ9MAEc1RZIQXl2Uo'}]",0.199,0.307,0,"[0.307, 0.199]"
498,Barilai,2,2r8hnKcHaZjeI8QfYgpJKh,Babaile Diyeko,spotify:track:2r8hnKcHaZjeI8QfYgpJKh,https://p.scdn.co/mp3-preview/e1a49276740f2520f1b95e60bebda2555b2693d6?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4LyUBRFUkYrxwJDfFXEFXj'}, 'href': 'https://api.spotify.com/v1/artists/4LyUBRFUkYrxwJDfFXEFXj', 'id': '4LyUBRFUkYrxwJDfFXEFXj', 'name': 'Chandrakala Shah', 'type': 'artist', 'uri': 'spotify:artist:4LyUBRFUkYrxwJDfFXEFXj'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/7tfFGGJ9MAEc1RZIQXl2Uo'}, 'href': 'https://api.spotify.com/v1/artists/7tfFGGJ9MAEc1RZIQXl2Uo', 'id': '7tfFGGJ9MAEc1RZIQXl2Uo', 'name': 'Gyanu Rana', 'type': 'artist', 'uri': 'spotify:artist:7tfFGGJ9MAEc1RZIQXl2Uo'}]",0.276,0.282,0,"[0.282, 0.276]"
499,Barilai,3,05gapdZKKwZap99aobRVN7,Cheliko Rahara,spotify:track:05gapdZKKwZap99aobRVN7,https://p.scdn.co/mp3-preview/19bf816265be1069804e9a7367899c45ead0cd1b?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4LyUBRFUkYrxwJDfFXEFXj'}, 'href': 'https://api.spotify.com/v1/artists/4LyUBRFUkYrxwJDfFXEFXj', 'id': '4LyUBRFUkYrxwJDfFXEFXj', 'name': 'Chandrakala Shah', 'type': 'artist', 'uri': 'spotify:artist:4LyUBRFUkYrxwJDfFXEFXj'}]",0.844,0.716,0,"[0.716, 0.844]"
500,Suvakamana,1,6x6l3VIDWfrD4jOAuQouXz,Suvakamana,spotify:track:6x6l3VIDWfrD4jOAuQouXz,https://p.scdn.co/mp3-preview/bcfb5ef1d6b7f5404178d6c67835455358980f28?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7tfFGGJ9MAEc1RZIQXl2Uo'}, 'href': 'https://api.spotify.com/v1/artists/7tfFGGJ9MAEc1RZIQXl2Uo', 'id': '7tfFGGJ9MAEc1RZIQXl2Uo', 'name': 'Gyanu Rana', 'type': 'artist', 'uri': 'spotify:artist:7tfFGGJ9MAEc1RZIQXl2Uo'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1dwNugG1pIqQzXB5kKoou0'}, 'href': 'https://api.spotify.com/v1/artists/1dwNugG1pIqQzXB5kKoou0', 'id': '1dwNugG1pIqQzXB5kKoou0', 'name': 'Srijana KC', 'type': 'artist', 'uri': 'spotify:artist:1dwNugG1pIqQzXB5kKoou0'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/7xZKhEMckW9Z70FFp50acj'}, 'href': 'https://api.spotify.com/v1/artists/7xZKhEMckW9Z70FFp50acj', 'id': '7xZKhEMckW9Z70FFp50acj', 'name': 'Pramila Pun', 'type': 'artist', 'uri': 'spotify:artist:7xZKhEMckW9Z70FFp50acj'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4GI4qAvU4L7yrnGWQwADBd'}, 'href': 'https://api.spotify.com/v1/artists/4GI4qAvU4L7yrnGWQwADBd', 'id': '4GI4qAvU4L7yrnGWQwADBd', 'name': 'Bikram Thapa', 'type': 'artist', 'uri': 'spotify:artist:4GI4qAvU4L7yrnGWQwADBd'}]",0.71,0.661,0,"[0.661, 0.71]"
501,"Sangeet Saugat, Vol. 2",1,7mhd6sBi2jfyglXleRf9B4,Aakashko Diyo,spotify:track:7mhd6sBi2jfyglXleRf9B4,https://p.scdn.co/mp3-preview/b39e4266bf48a095c999e4a2b3a6714b4a8ebec0?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/6zMR78Y9sKvwCVdVCZQHIR'}, 'href': 'https://api.spotify.com/v1/artists/6zMR78Y9sKvwCVdVCZQHIR', 'id': '6zMR78Y9sKvwCVdVCZQHIR', 'name': 'Raju Agrawal', 'type': 'artist', 'uri': 'spotify:artist:6zMR78Y9sKvwCVdVCZQHIR'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0sGGH37eJ2r8hMIqYFjjAH'}, 'href': 'https://api.spotify.com/v1/artists/0sGGH37eJ2r8hMIqYFjjAH', 'id': '0sGGH37eJ2r8hMIqYFjjAH', 'name': 'Santa Joshi', 'type': 'artist', 'uri': 'spotify:artist:0sGGH37eJ2r8hMIqYFjjAH'}]",0.314,0.369,0,"[0.369, 0.314]"
502,"Sangeet Saugat, Vol. 2",2,7J82hPHBL0Lr2jk5o2CDIx,Dhoka Kholi Base,spotify:track:7J82hPHBL0Lr2jk5o2CDIx,https://p.scdn.co/mp3-preview/295c18a9c773d5ae78cb7d6301cee45176b9160e?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/3F1oDyZ9lqnhLhL9oLiZBv'}, 'href': 'https://api.spotify.com/v1/artists/3F1oDyZ9lqnhLhL9oLiZBv', 'id': '3F1oDyZ9lqnhLhL9oLiZBv', 'name': 'Dharma Raj Thapa', 'type': 'artist', 'uri': 'spotify:artist:3F1oDyZ9lqnhLhL9oLiZBv'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/7tfFGGJ9MAEc1RZIQXl2Uo'}, 'href': 'https://api.spotify.com/v1/artists/7tfFGGJ9MAEc1RZIQXl2Uo', 'id': '7tfFGGJ9MAEc1RZIQXl2Uo', 'name': 'Gyanu Rana', 'type': 'artist', 'uri': 'spotify:artist:7tfFGGJ9MAEc1RZIQXl2Uo'}]",0.401,0.469,0,"[0.469, 0.401]"
503,"Sangeet Saugat, Vol. 2",3,1Q3uIe2HcL1VMA4cl5wz8z,Sapana Matra Hun,spotify:track:1Q3uIe2HcL1VMA4cl5wz8z,https://p.scdn.co/mp3-preview/d3f2bc684fba744e52c611ebc957898c8b62385b?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/59kI9OdaDdzGse8MYGTlH6'}, 'href': 'https://api.spotify.com/v1/artists/59kI9OdaDdzGse8MYGTlH6', 'id': '59kI9OdaDdzGse8MYGTlH6', 'name': 'Mani Tikhatri', 'type': 'artist', 'uri': 'spotify:artist:59kI9OdaDdzGse8MYGTlH6'}]",0.474,0.427,0,"[0.427, 0.474]"
504,"Sangeet Saugat, Vol. 2",4,0HtTOybDQ8XhunXEy4WSPL,Yoban Ko Nasa,spotify:track:0HtTOybDQ8XhunXEy4WSPL,https://p.scdn.co/mp3-preview/b9eecc6aee136ec40757c62c43767eb2a3e3fe23?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/4wYXnUrrhBwVFSo6XPV1Sc'}, 'href': 'https://api.spotify.com/v1/artists/4wYXnUrrhBwVFSo6XPV1Sc', 'id': '4wYXnUrrhBwVFSo6XPV1Sc', 'name': 'Gopal Krishna Shrestha', 'type': 'artist', 'uri': 'spotify:artist:4wYXnUrrhBwVFSo6XPV1Sc'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6O5VczeH7yry5T08QO2Yi0'}, 'href': 'https://api.spotify.com/v1/artists/6O5VczeH7yry5T08QO2Yi0', 'id': '6O5VczeH7yry5T08QO2Yi0', 'name': 'Maheshraj Thakur', 'type': 'artist', 'uri': 'spotify:artist:6O5VczeH7yry5T08QO2Yi0'}]",0.408,0.55,0,"[0.55, 0.408]"
505,Shiva,1,5TDb8ghqhY7xtvBcI3BYsz,He Bhole Baba,spotify:track:5TDb8ghqhY7xtvBcI3BYsz,https://p.scdn.co/mp3-preview/db458422bea45c0e5188e6710291074bd2d37bfd?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7tfFGGJ9MAEc1RZIQXl2Uo'}, 'href': 'https://api.spotify.com/v1/artists/7tfFGGJ9MAEc1RZIQXl2Uo', 'id': '7tfFGGJ9MAEc1RZIQXl2Uo', 'name': 'Gyanu Rana', 'type': 'artist', 'uri': 'spotify:artist:7tfFGGJ9MAEc1RZIQXl2Uo'}]",0.614,0.467,0,"[0.467, 0.614]"
506,Gyanu Rana Ka Lok Geetharu,1,4luLKUXPL18L6j4FV7qX9n,Jane Kaha Ho Rajai,spotify:track:4luLKUXPL18L6j4FV7qX9n,https://p.scdn.co/mp3-preview/cf22c577b1e946fee2740926234708b1646ee717?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7tfFGGJ9MAEc1RZIQXl2Uo'}, 'href': 'https://api.spotify.com/v1/artists/7tfFGGJ9MAEc1RZIQXl2Uo', 'id': '7tfFGGJ9MAEc1RZIQXl2Uo', 'name': 'Gyanu Rana', 'type': 'artist', 'uri': 'spotify:artist:7tfFGGJ9MAEc1RZIQXl2Uo'}]",0.407,0.525,0,"[0.525, 0.407]"
507,Gyanu Rana Ka Lok Geetharu,2,5aV4t40sGPrY2e9DNvvEcE,Tintale Gharko,spotify:track:5aV4t40sGPrY2e9DNvvEcE,https://p.scdn.co/mp3-preview/bff7889bdbc6155776cbc8c886988ec9098a7b0f?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7tfFGGJ9MAEc1RZIQXl2Uo'}, 'href': 'https://api.spotify.com/v1/artists/7tfFGGJ9MAEc1RZIQXl2Uo', 'id': '7tfFGGJ9MAEc1RZIQXl2Uo', 'name': 'Gyanu Rana', 'type': 'artist', 'uri': 'spotify:artist:7tfFGGJ9MAEc1RZIQXl2Uo'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/4gQVd2D8Tb7lAdmNKbykfL'}, 'href': 'https://api.spotify.com/v1/artists/4gQVd2D8Tb7lAdmNKbykfL', 'id': '4gQVd2D8Tb7lAdmNKbykfL', 'name': 'Hemlata', 'type': 'artist', 'uri': 'spotify:artist:4gQVd2D8Tb7lAdmNKbykfL'}]",0.276,0.486,0,"[0.486, 0.276]"
508,Gyanu Rana Ka Lok Geetharu,3,1UYKZqCRCXOv9YCgw49gDH,Siri Ma Siri Ni Kanchha,spotify:track:1UYKZqCRCXOv9YCgw49gDH,https://p.scdn.co/mp3-preview/94baea269e5f19f181974631e92d7bdf6b9c3280?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7tfFGGJ9MAEc1RZIQXl2Uo'}, 'href': 'https://api.spotify.com/v1/artists/7tfFGGJ9MAEc1RZIQXl2Uo', 'id': '7tfFGGJ9MAEc1RZIQXl2Uo', 'name': 'Gyanu Rana', 'type': 'artist', 'uri': 'spotify:artist:7tfFGGJ9MAEc1RZIQXl2Uo'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/2GQJv1aUY2eP04cTV7IyB8'}, 'href': 'https://api.spotify.com/v1/artists/2GQJv1aUY2eP04cTV7IyB8', 'id': '2GQJv1aUY2eP04cTV7IyB8', 'name': 'Narayan Gopal', 'type': 'artist', 'uri': 'spotify:artist:2GQJv1aUY2eP04cTV7IyB8'}]",0.578,0.849,38,"[0.849, 0.578]"
509,Gyanu Rana Ka Lok Geetharu,4,5Py1oGR9kBaj8Y5f0nTdjP,Bhimeshwor Ko Mela,spotify:track:5Py1oGR9kBaj8Y5f0nTdjP,https://p.scdn.co/mp3-preview/f1045e1362276962c4ae6ceab13d5cfa09d360e9?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7tfFGGJ9MAEc1RZIQXl2Uo'}, 'href': 'https://api.spotify.com/v1/artists/7tfFGGJ9MAEc1RZIQXl2Uo', 'id': '7tfFGGJ9MAEc1RZIQXl2Uo', 'name': 'Gyanu Rana', 'type': 'artist', 'uri': 'spotify:artist:7tfFGGJ9MAEc1RZIQXl2Uo'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6GmbCt01Vcr2BzB45GJxAL'}, 'href': 'https://api.spotify.com/v1/artists/6GmbCt01Vcr2BzB45GJxAL', 'id': '6GmbCt01Vcr2BzB45GJxAL', 'name': 'Kumar Basnet', 'type': 'artist', 'uri': 'spotify:artist:6GmbCt01Vcr2BzB45GJxAL'}]",0.513,0.416,2,"[0.416, 0.513]"
510,Gyanu Rana Ka Lok Geetharu,5,2xRN3RnakSpsSKx1dsZX2y,Timrai Ta Mai Chhu Ni,spotify:track:2xRN3RnakSpsSKx1dsZX2y,https://p.scdn.co/mp3-preview/96d77cd690074166b1b19e55063c6401a424021f?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7tfFGGJ9MAEc1RZIQXl2Uo'}, 'href': 'https://api.spotify.com/v1/artists/7tfFGGJ9MAEc1RZIQXl2Uo', 'id': '7tfFGGJ9MAEc1RZIQXl2Uo', 'name': 'Gyanu Rana', 'type': 'artist', 'uri': 'spotify:artist:7tfFGGJ9MAEc1RZIQXl2Uo'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/3pMDLxSH1oJ33tq1rAnlkz'}, 'href': 'https://api.spotify.com/v1/artists/3pMDLxSH1oJ33tq1rAnlkz', 'id': '3pMDLxSH1oJ33tq1rAnlkz', 'name': 'Bom Bahadur Karki', 'type': 'artist', 'uri': 'spotify:artist:3pMDLxSH1oJ33tq1rAnlkz'}]",0.42,0.534,1,"[0.534, 0.42]"
511,Gyanu Rana Ka Lok Geetharu,6,1Z0pD0E0mN8smKP08UgKBy,Dailo Muni,spotify:track:1Z0pD0E0mN8smKP08UgKBy,https://p.scdn.co/mp3-preview/ce76493c74ed1bdf393e5d709ca0f3b593d6053d?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7tfFGGJ9MAEc1RZIQXl2Uo'}, 'href': 'https://api.spotify.com/v1/artists/7tfFGGJ9MAEc1RZIQXl2Uo', 'id': '7tfFGGJ9MAEc1RZIQXl2Uo', 'name': 'Gyanu Rana', 'type': 'artist', 'uri': 'spotify:artist:7tfFGGJ9MAEc1RZIQXl2Uo'}]",0.176,0.678,0,"[0.678, 0.176]"
512,Gyanu Rana Ka Lok Geetharu,7,5C9hCYdoLnf2cSACnLj1Gp,Dhanko Bala,spotify:track:5C9hCYdoLnf2cSACnLj1Gp,https://p.scdn.co/mp3-preview/7384fb2f72bece4b52e19ad9d0c21f0b4d6fbe20?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7tfFGGJ9MAEc1RZIQXl2Uo'}, 'href': 'https://api.spotify.com/v1/artists/7tfFGGJ9MAEc1RZIQXl2Uo', 'id': '7tfFGGJ9MAEc1RZIQXl2Uo', 'name': 'Gyanu Rana', 'type': 'artist', 'uri': 'spotify:artist:7tfFGGJ9MAEc1RZIQXl2Uo'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/6Q4HlNssmWyCEMOGJcYtVi'}, 'href': 'https://api.spotify.com/v1/artists/6Q4HlNssmWyCEMOGJcYtVi', 'id': '6Q4HlNssmWyCEMOGJcYtVi', 'name': 'Kiran Pradhan', 'type': 'artist', 'uri': 'spotify:artist:6Q4HlNssmWyCEMOGJcYtVi'}]",0.158,0.431,1,"[0.431, 0.158]"
513,Gyanu Rana Ka Lok Geetharu,8,0xDGdoDZ73p20AxqG4OoVY,Timro Hamro,spotify:track:0xDGdoDZ73p20AxqG4OoVY,https://p.scdn.co/mp3-preview/a8375581e4457ef622f927e7426250d2c6d48bd6?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7tfFGGJ9MAEc1RZIQXl2Uo'}, 'href': 'https://api.spotify.com/v1/artists/7tfFGGJ9MAEc1RZIQXl2Uo', 'id': '7tfFGGJ9MAEc1RZIQXl2Uo', 'name': 'Gyanu Rana', 'type': 'artist', 'uri': 'spotify:artist:7tfFGGJ9MAEc1RZIQXl2Uo'}]",0.374,0.446,0,"[0.446, 0.374]"
514,Gyanu Rana Ka Lok Geetharu,9,5RBRnSOADwGj3W1rCPys07,Yo Mayako,spotify:track:5RBRnSOADwGj3W1rCPys07,https://p.scdn.co/mp3-preview/f6b512e2dfb34aba18f0e7be54270f6b477ab0b5?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7tfFGGJ9MAEc1RZIQXl2Uo'}, 'href': 'https://api.spotify.com/v1/artists/7tfFGGJ9MAEc1RZIQXl2Uo', 'id': '7tfFGGJ9MAEc1RZIQXl2Uo', 'name': 'Gyanu Rana', 'type': 'artist', 'uri': 'spotify:artist:7tfFGGJ9MAEc1RZIQXl2Uo'}]",0.374,0.596,0,"[0.596, 0.374]"
515,Gyanu Rana Ka Lok Geetharu,10,5mkdYZKmwbvgg7aP3SIK4S,Ye Saila,spotify:track:5mkdYZKmwbvgg7aP3SIK4S,https://p.scdn.co/mp3-preview/7a905ea5f438db6d3b92b6ea0be8a56e7bc049f6?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7tfFGGJ9MAEc1RZIQXl2Uo'}, 'href': 'https://api.spotify.com/v1/artists/7tfFGGJ9MAEc1RZIQXl2Uo', 'id': '7tfFGGJ9MAEc1RZIQXl2Uo', 'name': 'Gyanu Rana', 'type': 'artist', 'uri': 'spotify:artist:7tfFGGJ9MAEc1RZIQXl2Uo'}]",0.19,0.379,0,"[0.379, 0.19]"
516,Gyanu Rana Ka Lok Geetharu,11,3Ma9wfKsm5dn3wcxTgDFIf,Kohi Ta Bhane,spotify:track:3Ma9wfKsm5dn3wcxTgDFIf,https://p.scdn.co/mp3-preview/b4461302e49ba1d652a3129bc3bf13aa579fecf2?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7tfFGGJ9MAEc1RZIQXl2Uo'}, 'href': 'https://api.spotify.com/v1/artists/7tfFGGJ9MAEc1RZIQXl2Uo', 'id': '7tfFGGJ9MAEc1RZIQXl2Uo', 'name': 'Gyanu Rana', 'type': 'artist', 'uri': 'spotify:artist:7tfFGGJ9MAEc1RZIQXl2Uo'}]",0.198,0.313,0,"[0.313, 0.198]"
517,Gyanu Rana Ka Lok Geetharu,12,2whBxQ0tPOk90LToQmJcgb,Phool Bari Timrai Ho,spotify:track:2whBxQ0tPOk90LToQmJcgb,https://p.scdn.co/mp3-preview/3ee4717617448bf80b5df82511b20d994129dca6?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7tfFGGJ9MAEc1RZIQXl2Uo'}, 'href': 'https://api.spotify.com/v1/artists/7tfFGGJ9MAEc1RZIQXl2Uo', 'id': '7tfFGGJ9MAEc1RZIQXl2Uo', 'name': 'Gyanu Rana', 'type': 'artist', 'uri': 'spotify:artist:7tfFGGJ9MAEc1RZIQXl2Uo'}]",0.156,0.25,0,"[0.25, 0.156]"
518,Gyanu Rana Ka Lok Geetharu,13,0XZpgxh4FDUBUs4toBI00j,Chautarima,spotify:track:0XZpgxh4FDUBUs4toBI00j,https://p.scdn.co/mp3-preview/9d80e9eec2a873f52a1a75e6a67db8dea4023984?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7tfFGGJ9MAEc1RZIQXl2Uo'}, 'href': 'https://api.spotify.com/v1/artists/7tfFGGJ9MAEc1RZIQXl2Uo', 'id': '7tfFGGJ9MAEc1RZIQXl2Uo', 'name': 'Gyanu Rana', 'type': 'artist', 'uri': 'spotify:artist:7tfFGGJ9MAEc1RZIQXl2Uo'}]",0.357,0.405,0,"[0.405, 0.357]"
519,Gyanu Rana Ka Lok Geetharu,14,4QEZBeichYdnf8ZOtBnvEQ,Raikya Sundar,spotify:track:4QEZBeichYdnf8ZOtBnvEQ,https://p.scdn.co/mp3-preview/99dc305d991a877e14dadd6be73be3f0ff50cdb5?cid=3a801d6e4c3e4435ac1c198bb146d2cc,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/7tfFGGJ9MAEc1RZIQXl2Uo'}, 'href': 'https://api.spotify.com/v1/artists/7tfFGGJ9MAEc1RZIQXl2Uo', 'id': '7tfFGGJ9MAEc1RZIQXl2Uo', 'name': 'Gyanu Rana', 'type': 'artist', 'uri': 'spotify:artist:7tfFGGJ9MAEc1RZIQXl2Uo'}]",0.41,0.656,0,"[0.656, 0.41]"
